event_id,origin_time,latitude,longitude,depth_km,magnitude,magnitude_type,event_type,event_region,arrivals_count,s_pick_time,s_pick_station,s_pick_network,s_pick_channel,s_pick_phase,s_pick_method,s_pick_time_uncertainty,p_pick_time,p_pick_station,p_pick_network,p_pick_channel,p_pick_phase,p_pick_method,p_pick_time_uncertainty,p_s_interval_sec,is_augmented,original_channel,waveform_file,download_error,timing_info,npz_file
gfz2020xost,2020-12-01T08:42:24.730000Z,-5.425,130.272,10.0,4.39,ML,,Banda Sea,26,2020-12-01T08:42:56.440000Z,BNDI,GE,SHZ,s,,,2020-12-01T08:42:43.510000Z,BNDI,GE,SHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,12.93,True,BHZ,GE.BNDI.SH.gfz2020xost.mseed,,"{'starttime': 1606812133.5100002, 'endtime': 1606812434.32, 'p_time': 1606812163.5100002, 's_time': 1606812176.44, 'channel_type': 'SH'}",GE.BNDI.SH.gfz2020xost.npz
gfz2020xost,2020-12-01T08:42:24.730000Z,-5.425,130.272,10.0,4.39,ML,,Banda Sea,26,2020-12-01T08:43:52.990000Z,FAKI,GE,BLZ,s,,,2020-12-01T08:43:15.460000Z,FAKI,GE,BLZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,37.53,True,BHZ,GE.FAKI.BL.gfz2020xost.mseed,,"{'starttime': 1606812165.46, 'endtime': 1606812466.2700002, 'p_time': 1606812195.46, 's_time': 1606812232.99, 'channel_type': 'BL'}",GE.FAKI.BL.gfz2020xost.npz
gfz2020xost,2020-12-01T08:42:24.730000Z,-5.425,130.272,10.0,4.39,ML,,Banda Sea,26,2020-12-01T08:43:52.990000Z,FAKI,GE,HHZ,s,,,2020-12-01T08:43:15.460000Z,FAKI,GE,HHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,37.53,True,BHZ,,Could not get 3 components for augmented channel HH at FAKI,,nan
gfz2020xost,2020-12-01T08:42:24.730000Z,-5.425,130.272,10.0,4.39,ML,,Banda Sea,26,2020-12-01T08:43:52.990000Z,FAKI,GE,HLZ,s,,,2020-12-01T08:43:15.460000Z,FAKI,GE,HLZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,37.53,True,BHZ,,Could not get 3 components for augmented channel HL at FAKI,,nan
gfz2020xost,2020-12-01T08:42:24.730000Z,-5.425,130.272,10.0,4.39,ML,,Banda Sea,26,2020-12-01T08:43:52.990000Z,FAKI,GE,SHZ,s,,,2020-12-01T08:43:15.460000Z,FAKI,GE,SHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,37.53,True,BHZ,GE.FAKI.SH.gfz2020xost.mseed,,"{'starttime': 1606812165.46, 'endtime': 1606812466.2700002, 'p_time': 1606812195.46, 's_time': 1606812232.99, 'channel_type': 'SH'}",GE.FAKI.SH.gfz2020xost.npz
gfz2020wrfa,2020-11-18T11:37:55.660000Z,-4.617,102.994,79.3,4.78,mb,,"Southern Sumatra, Indonesia",50,2020-11-18T11:38:17.420000Z,MNAI,GE,BLZ,s,,,2020-11-18T11:38:08.060000Z,MNAI,GE,BLZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,9.36,True,BHZ,GE.MNAI.BL.gfz2020wrfa.mseed,,"{'starttime': 1605699458.06, 'endtime': 1605699758.8700001, 'p_time': 1605699488.06, 's_time': 1605699497.42, 'channel_type': 'BL'}",GE.MNAI.BL.gfz2020wrfa.npz
gfz2020wrfa,2020-11-18T11:37:55.660000Z,-4.617,102.994,79.3,4.78,mb,,"Southern Sumatra, Indonesia",50,2020-11-18T11:38:17.420000Z,MNAI,GE,HHZ,s,,,2020-11-18T11:38:08.060000Z,MNAI,GE,HHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,9.36,True,BHZ,,Could not get 3 components for augmented channel HH at MNAI,,nan
gfz2020wrfa,2020-11-18T11:37:55.660000Z,-4.617,102.994,79.3,4.78,mb,,"Southern Sumatra, Indonesia",50,2020-11-18T11:38:17.420000Z,MNAI,GE,HLZ,s,,,2020-11-18T11:38:08.060000Z,MNAI,GE,HLZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,9.36,True,BHZ,,Could not get 3 components for augmented channel HL at MNAI,,nan
gfz2020wrfa,2020-11-18T11:37:55.660000Z,-4.617,102.994,79.3,4.78,mb,,"Southern Sumatra, Indonesia",50,2020-11-18T11:38:17.420000Z,MNAI,GE,SHZ,s,,,2020-11-18T11:38:08.060000Z,MNAI,GE,SHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,9.36,True,BHZ,GE.MNAI.SH.gfz2020wrfa.mseed,,"{'starttime': 1605699458.06, 'endtime': 1605699758.8700001, 'p_time': 1605699488.06, 's_time': 1605699497.42, 'channel_type': 'SH'}",GE.MNAI.SH.gfz2020wrfa.npz
gfz2020wfqn,2020-11-12T03:48:40.770000Z,-9.321,118.101,76.3,4.9,mb,,"Sumbawa Region, Indonesia",46,2020-11-12T03:49:07.070000Z,PLAI,GE,BLZ,s,,,2020-11-12T03:48:55.820000Z,PLAI,GE,BLZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,11.25,True,BHZ,,Could not get 3 components for augmented channel BL at PLAI,,nan
gfz2020wfqn,2020-11-12T03:48:40.770000Z,-9.321,118.101,76.3,4.9,mb,,"Sumbawa Region, Indonesia",46,2020-11-12T03:49:07.070000Z,PLAI,GE,HHZ,s,,,2020-11-12T03:48:55.820000Z,PLAI,GE,HHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,11.25,True,BHZ,,Could not get 3 components for augmented channel HH at PLAI,,nan
gfz2020wfqn,2020-11-12T03:48:40.770000Z,-9.321,118.101,76.3,4.9,mb,,"Sumbawa Region, Indonesia",46,2020-11-12T03:49:07.070000Z,PLAI,GE,HLZ,s,,,2020-11-12T03:48:55.820000Z,PLAI,GE,HLZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,11.25,True,BHZ,,Could not get 3 components for augmented channel HL at PLAI,,nan
gfz2020wfqn,2020-11-12T03:48:40.770000Z,-9.321,118.101,76.3,4.9,mb,,"Sumbawa Region, Indonesia",46,2020-11-12T03:49:07.070000Z,PLAI,GE,SHZ,s,,,2020-11-12T03:48:55.820000Z,PLAI,GE,SHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,11.25,True,BHZ,GE.PLAI.SH.gfz2020wfqn.mseed,,"{'starttime': 1605152905.82, 'endtime': 1605153206.63, 'p_time': 1605152935.82, 's_time': 1605152947.0700002, 'channel_type': 'SH'}",GE.PLAI.SH.gfz2020wfqn.npz
gfz2020wfqn,2020-11-12T03:48:40.770000Z,-9.321,118.101,76.3,4.9,mb,,"Sumbawa Region, Indonesia",46,2020-11-12T03:49:07.070000Z,PLAI,GE,SLZ,s,,,2020-11-12T03:48:55.820000Z,PLAI,GE,SLZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,11.25,True,BHZ,,Could not get 3 components for augmented channel SL at PLAI,,nan
gfz2020ugnr,2020-10-15T04:26:13.310000Z,-7.775,128.009,173.5,4.6,mb,,Banda Sea,23,2020-10-15T04:27:45.790000Z,SAUI,GE,BLZ,s,,,2020-10-15T04:27:06.900000Z,SAUI,GE,BLZ,p,,,38.89,True,BHZ,GE.SAUI.BL.gfz2020ugnr.mseed,,"{'starttime': 1602735996.9, 'endtime': 1602736297.71, 'p_time': 1602736026.9, 's_time': 1602736065.7900002, 'channel_type': 'BL'}",GE.SAUI.BL.gfz2020ugnr.npz
gfz2020ugnr,2020-10-15T04:26:13.310000Z,-7.775,128.009,173.5,4.6,mb,,Banda Sea,23,2020-10-15T04:27:45.790000Z,SAUI,GE,HHZ,s,,,2020-10-15T04:27:06.900000Z,SAUI,GE,HHZ,p,,,38.89,True,BHZ,,Could not get 3 components for augmented channel HH at SAUI,,nan
gfz2020ugnr,2020-10-15T04:26:13.310000Z,-7.775,128.009,173.5,4.6,mb,,Banda Sea,23,2020-10-15T04:27:45.790000Z,SAUI,GE,HLZ,s,,,2020-10-15T04:27:06.900000Z,SAUI,GE,HLZ,p,,,38.89,True,BHZ,,Could not get 3 components for augmented channel HL at SAUI,,nan
gfz2020ugnr,2020-10-15T04:26:13.310000Z,-7.775,128.009,173.5,4.6,mb,,Banda Sea,23,2020-10-15T04:27:45.790000Z,SAUI,GE,SHZ,s,,,2020-10-15T04:27:06.900000Z,SAUI,GE,SHZ,p,,,38.89,True,BHZ,GE.SAUI.SH.gfz2020ugnr.mseed,,"{'starttime': 1602735996.9, 'endtime': 1602736297.71, 'p_time': 1602736026.9, 's_time': 1602736065.7900002, 'channel_type': 'SH'}",GE.SAUI.SH.gfz2020ugnr.npz
gfz2025jjgk,2025-05-14T03:16:58.970000Z,-4.274,102.463,57.7,4.74,mb,,"Southern Sumatra, Indonesia",81,2025-05-14T03:17:20.670000Z,MNAI,GE,BLZ,s,,,2025-05-14T03:17:11.330000Z,MNAI,GE,BLZ,p,,,9.34,True,BHZ,GE.MNAI.BL.gfz2025jjgk.mseed,,"{'starttime': 1747192601.33, 'endtime': 1747192902.14, 'p_time': 1747192631.33, 's_time': 1747192640.67, 'channel_type': 'BL'}",GE.MNAI.BL.gfz2025jjgk.npz
gfz2025jjgk,2025-05-14T03:16:58.970000Z,-4.274,102.463,57.7,4.74,mb,,"Southern Sumatra, Indonesia",81,2025-05-14T03:17:20.670000Z,MNAI,GE,HHZ,s,,,2025-05-14T03:17:11.330000Z,MNAI,GE,HHZ,p,,,9.34,True,BHZ,,Could not get 3 components for augmented channel HH at MNAI,,nan
gfz2025jjgk,2025-05-14T03:16:58.970000Z,-4.274,102.463,57.7,4.74,mb,,"Southern Sumatra, Indonesia",81,2025-05-14T03:17:20.670000Z,MNAI,GE,HLZ,s,,,2025-05-14T03:17:11.330000Z,MNAI,GE,HLZ,p,,,9.34,True,BHZ,,Could not get 3 components for augmented channel HL at MNAI,,nan
gfz2025jjgk,2025-05-14T03:16:58.970000Z,-4.274,102.463,57.7,4.74,mb,,"Southern Sumatra, Indonesia",81,2025-05-14T03:17:20.670000Z,MNAI,GE,SHZ,s,,,2025-05-14T03:17:11.330000Z,MNAI,GE,SHZ,p,,,9.34,True,BHZ,GE.MNAI.SH.gfz2025jjgk.mseed,,"{'starttime': 1747192601.33, 'endtime': 1747192902.14, 'p_time': 1747192631.33, 's_time': 1747192640.67, 'channel_type': 'SH'}",GE.MNAI.SH.gfz2025jjgk.npz
gfz2025hvpc,2025-04-22T10:14:05.820000Z,-8.121,106.917,47.7,5.46,mb,,"South of Java, Indonesia",119,2025-04-22T10:16:24.360000Z,MNAI,GE,BLZ,s,,,2025-04-22T10:15:23.000000Z,MNAI,GE,BLZ,p,,,61.36,True,BHZ,GE.MNAI.BL.gfz2025hvpc.mseed,Could not get 3 components for augmented channel BL at MNAI,"{'starttime': 1745316893.0, 'endtime': 1745317193.81, 'p_time': 1745316923.0, 's_time': 1745316984.36, 'channel_type': 'BL'}",GE.MNAI.BL.gfz2025hvpc.npz
gfz2025hvpc,2025-04-22T10:14:05.820000Z,-8.121,106.917,47.7,5.46,mb,,"South of Java, Indonesia",119,2025-04-22T10:16:24.360000Z,MNAI,GE,HHZ,s,,,2025-04-22T10:15:23.000000Z,MNAI,GE,HHZ,p,,,61.36,True,BHZ,,Could not get 3 components for augmented channel HH at MNAI,,nan
gfz2025hvpc,2025-04-22T10:14:05.820000Z,-8.121,106.917,47.7,5.46,mb,,"South of Java, Indonesia",119,2025-04-22T10:16:24.360000Z,MNAI,GE,HLZ,s,,,2025-04-22T10:15:23.000000Z,MNAI,GE,HLZ,p,,,61.36,True,BHZ,,Could not get 3 components for augmented channel HL at MNAI,,nan
gfz2025hvpc,2025-04-22T10:14:05.820000Z,-8.121,106.917,47.7,5.46,mb,,"South of Java, Indonesia",119,2025-04-22T10:16:24.360000Z,MNAI,GE,SHZ,s,,,2025-04-22T10:15:23.000000Z,MNAI,GE,SHZ,p,,,61.36,True,BHZ,GE.MNAI.SH.gfz2025hvpc.mseed,,"{'starttime': 1745316893.0, 'endtime': 1745317193.81, 'p_time': 1745316923.0, 's_time': 1745316984.36, 'channel_type': 'SH'}",GE.MNAI.SH.gfz2025hvpc.npz
gfz2025gvra,2025-04-08T05:40:30.730000Z,-6.772,129.794,128.9,4.68,mb,,Banda Sea,27,2025-04-08T05:43:10.790000Z,SOEI,GE,BLZ,s,,,2025-04-08T05:42:01.410000Z,SOEI,GE,BLZ,p,,,69.38,True,BHZ,GE.SOEI.BL.gfz2025gvra.mseed,,"{'starttime': 1744090891.4099998, 'endtime': 1744091192.22, 'p_time': 1744090921.4099998, 's_time': 1744090990.7900002, 'channel_type': 'BL'}",GE.SOEI.BL.gfz2025gvra.npz
gfz2025gvra,2025-04-08T05:40:30.730000Z,-6.772,129.794,128.9,4.68,mb,,Banda Sea,27,2025-04-08T05:43:10.790000Z,SOEI,GE,HHZ,s,,,2025-04-08T05:42:01.410000Z,SOEI,GE,HHZ,p,,,69.38,True,BHZ,,Could not get 3 components for augmented channel HH at SOEI,,nan
gfz2025gvra,2025-04-08T05:40:30.730000Z,-6.772,129.794,128.9,4.68,mb,,Banda Sea,27,2025-04-08T05:43:10.790000Z,SOEI,GE,HLZ,s,,,2025-04-08T05:42:01.410000Z,SOEI,GE,HLZ,p,,,69.38,True,BHZ,,Could not get 3 components for augmented channel HL at SOEI,,nan
gfz2025gvra,2025-04-08T05:40:30.730000Z,-6.772,129.794,128.9,4.68,mb,,Banda Sea,27,2025-04-08T05:43:10.790000Z,SOEI,GE,SHZ,s,,,2025-04-08T05:42:01.410000Z,SOEI,GE,SHZ,p,,,69.38,True,BHZ,GE.SOEI.SH.gfz2025gvra.mseed,,"{'starttime': 1744090891.4099998, 'endtime': 1744091192.22, 'p_time': 1744090921.4099998, 's_time': 1744090990.7900002, 'channel_type': 'SH'}",GE.SOEI.SH.gfz2025gvra.npz
gfz2025ghay,2025-03-31T05:38:35.730000Z,-9.441,119.13,66.5,4.47,mb,,"Sumba Region, Indonesia",15,2025-03-31T05:39:18.810000Z,PLAI,GE,BLZ,s,,,2025-03-31T05:39:00.900000Z,PLAI,GE,BLZ,p,,,17.91,True,BHZ,,Could not get 3 components for augmented channel BL at PLAI,,nan
gfz2025ghay,2025-03-31T05:38:35.730000Z,-9.441,119.13,66.5,4.47,mb,,"Sumba Region, Indonesia",15,2025-03-31T05:39:18.810000Z,PLAI,GE,HHZ,s,,,2025-03-31T05:39:00.900000Z,PLAI,GE,HHZ,p,,,17.91,True,BHZ,,Could not get 3 components for augmented channel HH at PLAI,,nan
gfz2025ghay,2025-03-31T05:38:35.730000Z,-9.441,119.13,66.5,4.47,mb,,"Sumba Region, Indonesia",15,2025-03-31T05:39:18.810000Z,PLAI,GE,HLZ,s,,,2025-03-31T05:39:00.900000Z,PLAI,GE,HLZ,p,,,17.91,True,BHZ,,Could not get 3 components for augmented channel HL at PLAI,,nan
gfz2025ghay,2025-03-31T05:38:35.730000Z,-9.441,119.13,66.5,4.47,mb,,"Sumba Region, Indonesia",15,2025-03-31T05:39:18.810000Z,PLAI,GE,SHZ,s,,,2025-03-31T05:39:00.900000Z,PLAI,GE,SHZ,p,,,17.91,True,BHZ,GE.PLAI.SH.gfz2025ghay.mseed,,"{'starttime': 1743399510.9, 'endtime': 1743399811.71, 'p_time': 1743399540.9, 's_time': 1743399558.81, 'channel_type': 'SH'}",GE.PLAI.SH.gfz2025ghay.npz
gfz2025ghay,2025-03-31T05:38:35.730000Z,-9.441,119.13,66.5,4.47,mb,,"Sumba Region, Indonesia",15,2025-03-31T05:39:18.810000Z,PLAI,GE,SLZ,s,,,2025-03-31T05:39:00.900000Z,PLAI,GE,SLZ,p,,,17.91,True,BHZ,,Could not get 3 components for augmented channel SL at PLAI,,nan
gfz2025fwkg,2025-03-25T09:50:50.840000Z,-6.353,130.384,124.6,4.74,Mw,,Banda Sea,111,2025-03-25T09:51:51.030000Z,BNDI,GE,BLZ,s,,,2025-03-25T09:51:25.750000Z,BNDI,GE,BLZ,p,,,25.28,True,BHZ,GE.BNDI.BL.gfz2025fwkg.mseed,Could not get 3 components for augmented channel BL at BNDI,"{'starttime': 1742896255.7500002, 'endtime': 1742896556.56, 'p_time': 1742896285.7500002, 's_time': 1742896311.0300002, 'channel_type': 'BL'}",GE.BNDI.BL.gfz2025fwkg.npz
gfz2025fwkg,2025-03-25T09:50:50.840000Z,-6.353,130.384,124.6,4.74,Mw,,Banda Sea,111,2025-03-25T09:51:51.030000Z,BNDI,GE,HHZ,s,,,2025-03-25T09:51:25.750000Z,BNDI,GE,HHZ,p,,,25.28,True,BHZ,,Could not get 3 components for augmented channel HH at BNDI,,nan
gfz2025fwkg,2025-03-25T09:50:50.840000Z,-6.353,130.384,124.6,4.74,Mw,,Banda Sea,111,2025-03-25T09:51:51.030000Z,BNDI,GE,HLZ,s,,,2025-03-25T09:51:25.750000Z,BNDI,GE,HLZ,p,,,25.28,True,BHZ,,Could not get 3 components for augmented channel HL at BNDI,,nan
gfz2025fwkg,2025-03-25T09:50:50.840000Z,-6.353,130.384,124.6,4.74,Mw,,Banda Sea,111,2025-03-25T09:51:51.030000Z,BNDI,GE,SHZ,s,,,2025-03-25T09:51:25.750000Z,BNDI,GE,SHZ,p,,,25.28,True,BHZ,GE.BNDI.SH.gfz2025fwkg.mseed,Could not get 3 components for augmented channel SH at BNDI,"{'starttime': 1742896255.7500002, 'endtime': 1742896556.56, 'p_time': 1742896285.7500002, 's_time': 1742896311.0300002, 'channel_type': 'SH'}",GE.BNDI.SH.gfz2025fwkg.npz
gfz2025fwkg,2025-03-25T09:50:50.840000Z,-6.353,130.384,124.6,4.74,Mw,,Banda Sea,111,2025-03-25T09:52:29.650000Z,FAKI,GE,BLZ,s,,,2025-03-25T09:51:47.940000Z,FAKI,GE,BLZ,p,,,41.71,True,BHZ,GE.FAKI.BL.gfz2025fwkg.mseed,,"{'starttime': 1742896277.94, 'endtime': 1742896578.7500002, 'p_time': 1742896307.94, 's_time': 1742896349.6499999, 'channel_type': 'BL'}",GE.FAKI.BL.gfz2025fwkg.npz
gfz2025fwkg,2025-03-25T09:50:50.840000Z,-6.353,130.384,124.6,4.74,Mw,,Banda Sea,111,2025-03-25T09:52:29.650000Z,FAKI,GE,HHZ,s,,,2025-03-25T09:51:47.940000Z,FAKI,GE,HHZ,p,,,41.71,True,BHZ,,Could not get 3 components for augmented channel HH at FAKI,,nan
gfz2025fwkg,2025-03-25T09:50:50.840000Z,-6.353,130.384,124.6,4.74,Mw,,Banda Sea,111,2025-03-25T09:52:29.650000Z,FAKI,GE,HLZ,s,,,2025-03-25T09:51:47.940000Z,FAKI,GE,HLZ,p,,,41.71,True,BHZ,,Could not get 3 components for augmented channel HL at FAKI,,nan
gfz2025fwkg,2025-03-25T09:50:50.840000Z,-6.353,130.384,124.6,4.74,Mw,,Banda Sea,111,2025-03-25T09:52:29.650000Z,FAKI,GE,SHZ,s,,,2025-03-25T09:51:47.940000Z,FAKI,GE,SHZ,p,,,41.71,True,BHZ,GE.FAKI.SH.gfz2025fwkg.mseed,,"{'starttime': 1742896277.94, 'endtime': 1742896578.7500002, 'p_time': 1742896307.94, 's_time': 1742896349.6499999, 'channel_type': 'SH'}",GE.FAKI.SH.gfz2025fwkg.npz
gfz2025fwkg,2025-03-25T09:50:50.840000Z,-6.353,130.384,124.6,4.74,Mw,,Banda Sea,111,2025-03-25T09:53:48.100000Z,SOEI,GE,BLZ,s,,,2025-03-25T09:52:32.260000Z,SOEI,GE,BLZ,p,,,75.84,True,BHZ,GE.SOEI.BL.gfz2025fwkg.mseed,,"{'starttime': 1742896322.26, 'endtime': 1742896623.0700002, 'p_time': 1742896352.26, 's_time': 1742896428.1, 'channel_type': 'BL'}",GE.SOEI.BL.gfz2025fwkg.npz
gfz2025fwkg,2025-03-25T09:50:50.840000Z,-6.353,130.384,124.6,4.74,Mw,,Banda Sea,111,2025-03-25T09:53:48.100000Z,SOEI,GE,HHZ,s,,,2025-03-25T09:52:32.260000Z,SOEI,GE,HHZ,p,,,75.84,True,BHZ,,Could not get 3 components for augmented channel HH at SOEI,,nan
gfz2025fwkg,2025-03-25T09:50:50.840000Z,-6.353,130.384,124.6,4.74,Mw,,Banda Sea,111,2025-03-25T09:53:48.100000Z,SOEI,GE,HLZ,s,,,2025-03-25T09:52:32.260000Z,SOEI,GE,HLZ,p,,,75.84,True,BHZ,,Could not get 3 components for augmented channel HL at SOEI,,nan
gfz2025fwkg,2025-03-25T09:50:50.840000Z,-6.353,130.384,124.6,4.74,Mw,,Banda Sea,111,2025-03-25T09:53:48.100000Z,SOEI,GE,SHZ,s,,,2025-03-25T09:52:32.260000Z,SOEI,GE,SHZ,p,,,75.84,True,BHZ,GE.SOEI.SH.gfz2025fwkg.mseed,,"{'starttime': 1742896322.26, 'endtime': 1742896623.0700002, 'p_time': 1742896352.26, 's_time': 1742896428.1, 'channel_type': 'SH'}",GE.SOEI.SH.gfz2025fwkg.npz
gfz2025fwkg,2025-03-25T09:50:50.840000Z,-6.353,130.384,124.6,4.74,Mw,,Banda Sea,111,2025-03-25T09:54:25.460000Z,MMRI,GE,BLZ,s,,,2025-03-25T09:52:54.040000Z,MMRI,GE,BLZ,p,,,91.42,True,BHZ,,Could not get 3 components for augmented channel BL at MMRI,,nan
gfz2025fwkg,2025-03-25T09:50:50.840000Z,-6.353,130.384,124.6,4.74,Mw,,Banda Sea,111,2025-03-25T09:54:25.460000Z,MMRI,GE,HHZ,s,,,2025-03-25T09:52:54.040000Z,MMRI,GE,HHZ,p,,,91.42,True,BHZ,,Could not get 3 components for augmented channel HH at MMRI,,nan
gfz2025fwkg,2025-03-25T09:50:50.840000Z,-6.353,130.384,124.6,4.74,Mw,,Banda Sea,111,2025-03-25T09:54:25.460000Z,MMRI,GE,HLZ,s,,,2025-03-25T09:52:54.040000Z,MMRI,GE,HLZ,p,,,91.42,True,BHZ,,Could not get 3 components for augmented channel HL at MMRI,,nan
gfz2025fwkg,2025-03-25T09:50:50.840000Z,-6.353,130.384,124.6,4.74,Mw,,Banda Sea,111,2025-03-25T09:54:25.460000Z,MMRI,GE,SHZ,s,,,2025-03-25T09:52:54.040000Z,MMRI,GE,SHZ,p,,,91.42,True,BHZ,GE.MMRI.SH.gfz2025fwkg.mseed,,"{'starttime': 1742896344.04, 'endtime': 1742896644.85, 'p_time': 1742896374.04, 's_time': 1742896465.46, 'channel_type': 'SH'}",GE.MMRI.SH.gfz2025fwkg.npz
gfz2025fshn,2025-03-23T03:55:41.930000Z,-6.981,125.222,525.7,4.35,mb,,Banda Sea,35,2025-03-23T03:57:52.100000Z,SOEI,GE,BLZ,s,,,2025-03-23T03:56:55.160000Z,SOEI,GE,BLZ,p,,,56.94,True,BHZ,GE.SOEI.BL.gfz2025fshn.mseed,,"{'starttime': 1742702185.16, 'endtime': 1742702485.9699998, 'p_time': 1742702215.16, 's_time': 1742702272.1, 'channel_type': 'BL'}",GE.SOEI.BL.gfz2025fshn.npz
gfz2025fshn,2025-03-23T03:55:41.930000Z,-6.981,125.222,525.7,4.35,mb,,Banda Sea,35,2025-03-23T03:57:52.100000Z,SOEI,GE,HHZ,s,,,2025-03-23T03:56:55.160000Z,SOEI,GE,HHZ,p,,,56.94,True,BHZ,,Could not get 3 components for augmented channel HH at SOEI,,nan
gfz2025fshn,2025-03-23T03:55:41.930000Z,-6.981,125.222,525.7,4.35,mb,,Banda Sea,35,2025-03-23T03:57:52.100000Z,SOEI,GE,HLZ,s,,,2025-03-23T03:56:55.160000Z,SOEI,GE,HLZ,p,,,56.94,True,BHZ,,Could not get 3 components for augmented channel HL at SOEI,,nan
gfz2025fshn,2025-03-23T03:55:41.930000Z,-6.981,125.222,525.7,4.35,mb,,Banda Sea,35,2025-03-23T03:57:52.100000Z,SOEI,GE,SHZ,s,,,2025-03-23T03:56:55.160000Z,SOEI,GE,SHZ,p,,,56.94,True,BHZ,GE.SOEI.SH.gfz2025fshn.mseed,Could not get 3 components for augmented channel SH at SOEI,"{'starttime': 1742702185.16, 'endtime': 1742702485.9699998, 'p_time': 1742702215.16, 's_time': 1742702272.1, 'channel_type': 'SH'}",GE.SOEI.SH.gfz2025fshn.npz
gfz2025fshn,2025-03-23T03:55:41.930000Z,-6.981,125.222,525.7,4.35,mb,,Banda Sea,35,2025-03-23T03:58:19.950000Z,SANI,GE,BLZ,s,,,2025-03-23T03:57:09.690000Z,SANI,GE,BLZ,p,,,70.26,True,BHZ,GE.SANI.BL.gfz2025fshn.mseed,Could not get 3 components for augmented channel BL at SANI,"{'starttime': 1742702199.6899998, 'endtime': 1742702500.5, 'p_time': 1742702229.6899998, 's_time': 1742702299.95, 'channel_type': 'BL'}",GE.SANI.BL.gfz2025fshn.npz
gfz2025fshn,2025-03-23T03:55:41.930000Z,-6.981,125.222,525.7,4.35,mb,,Banda Sea,35,2025-03-23T03:58:19.950000Z,SANI,GE,HHZ,s,,,2025-03-23T03:57:09.690000Z,SANI,GE,HHZ,p,,,70.26,True,BHZ,,Could not get 3 components for augmented channel HH at SANI,,nan
gfz2025fshn,2025-03-23T03:55:41.930000Z,-6.981,125.222,525.7,4.35,mb,,Banda Sea,35,2025-03-23T03:58:19.950000Z,SANI,GE,HLZ,s,,,2025-03-23T03:57:09.690000Z,SANI,GE,HLZ,p,,,70.26,True,BHZ,,Could not get 3 components for augmented channel HL at SANI,,nan
gfz2025fshn,2025-03-23T03:55:41.930000Z,-6.981,125.222,525.7,4.35,mb,,Banda Sea,35,2025-03-23T03:58:19.950000Z,SANI,GE,SHZ,s,,,2025-03-23T03:57:09.690000Z,SANI,GE,SHZ,p,,,70.26,True,BHZ,GE.SANI.SH.gfz2025fshn.mseed,,"{'starttime': 1742702199.6899998, 'endtime': 1742702500.5, 'p_time': 1742702229.6899998, 's_time': 1742702299.95, 'channel_type': 'SH'}",GE.SANI.SH.gfz2025fshn.npz
gfz2025ewvp,2025-03-11T10:02:14.180000Z,-6.792,130.147,123.7,4.3,mb,,Banda Sea,23,2025-03-11T10:04:55.760000Z,SANI,GE,BLZ,s,,,2025-03-11T10:03:44.050000Z,SANI,GE,BLZ,p,,,71.71,True,BHZ,GE.SANI.BL.gfz2025ewvp.mseed,,"{'starttime': 1741687394.05, 'endtime': 1741687694.86, 'p_time': 1741687424.05, 's_time': 1741687495.76, 'channel_type': 'BL'}",GE.SANI.BL.gfz2025ewvp.npz
gfz2025ewvp,2025-03-11T10:02:14.180000Z,-6.792,130.147,123.7,4.3,mb,,Banda Sea,23,2025-03-11T10:04:55.760000Z,SANI,GE,HHZ,s,,,2025-03-11T10:03:44.050000Z,SANI,GE,HHZ,p,,,71.71,True,BHZ,,Could not get 3 components for augmented channel HH at SANI,,nan
gfz2025ewvp,2025-03-11T10:02:14.180000Z,-6.792,130.147,123.7,4.3,mb,,Banda Sea,23,2025-03-11T10:04:55.760000Z,SANI,GE,HLZ,s,,,2025-03-11T10:03:44.050000Z,SANI,GE,HLZ,p,,,71.71,True,BHZ,,Could not get 3 components for augmented channel HL at SANI,,nan
gfz2025ewvp,2025-03-11T10:02:14.180000Z,-6.792,130.147,123.7,4.3,mb,,Banda Sea,23,2025-03-11T10:04:55.760000Z,SANI,GE,SHZ,s,,,2025-03-11T10:03:44.050000Z,SANI,GE,SHZ,p,,,71.71,True,BHZ,GE.SANI.SH.gfz2025ewvp.mseed,,"{'starttime': 1741687394.05, 'endtime': 1741687694.86, 'p_time': 1741687424.05, 's_time': 1741687495.76, 'channel_type': 'SH'}",GE.SANI.SH.gfz2025ewvp.npz
