filename,p_index,s_index,ps_interval_samples,ps_interval_seconds,data_length
GE.BNDI.BH.gfz2018qhyw.npz,3001,4534,1533,15.33,30085
GE.UGM.BL.gfz2013crnj.npz,3001,4648,1647,16.47,30085
GE.PLAI.SH.gfz2025byqg.npz,3000,10087,7087,70.87,30085
GE.LHMI.SH.gfz2011kyss.npz,3000,4774,1774,17.74,30085
GE.TNTI.HH.gfz2009fgfn.npz,3000,6548,3548,35.48,30085
GE.TNTI.SH.gfz2012qmyd.npz,3000,8182,5182,51.82,30085
GE.MMRI.SH.gfz2023jjmg.npz,3001,8805,5804,58.04,30085
GE.UGM.BL.gfz2009ptvf.npz,3001,4988,1987,19.87,30085
GE.TOLI2.BH.gfz2024stnc.npz,3002,6051,3049,30.49,30085
GE.SAUI.BH.gfz2013aruy.npz,3000,5769,2769,27.69,30085
GE.PLAI.SH.gfz2012azkx.npz,3000,4447,1447,14.47,30085
GE.SAUI.BH.gfz2010ghiq.npz,3002,5561,2559,25.59,30085
GE.TNTI.BH.gfz2009miru.npz,3002,4570,1568,15.68,30085
GE.FAKI.HL.gfz2009avte.npz,3000,8234,5234,52.34,30085
GE.JAGI.BL.gfz2012wwoh.npz,3001,7806,4805,48.05,30085
GE.SAUI.SH.gfz2016wpua.npz,3000,5143,2143,21.43,30085
GE.LUWI.SH.gfz2010ciep.npz,3000,4316,1316,13.16,30085
GE.FAKI.BL.gfz2024hdte.npz,3001,6452,3451,34.51,30085
GE.BKNI.BL.gfz2010cmgt.npz,3001,4944,1943,19.43,30085
GE.SANI.SH.gfz2013ykdd.npz,3001,11532,8531,85.31,30085
GE.TNTI.BL.gfz2016mexu.npz,3002,3915,913,9.13,30085
GE.MNAI.BH.gfz2025hvpc.npz,3001,9137,6136,61.36,30085
GE.GENI.BL.gfz2012nver.npz,3001,3966,965,9.65,30085
GE.TNTI.HL.gfz2009atiy.npz,3000,10535,7535,75.35,30085
GE.SMRI.SH.gfz2013ygzo.npz,3001,5959,2958,29.58,30085
GE.FAKI.HL.gfz2009rqxq.npz,3000,11954,8954,89.54,30085
GE.UGM.BL.gfz2018oacg.npz,3001,4545,1544,15.44,30085
GE.SOEI.BH.gfz2013dwus.npz,3001,9731,6730,67.3,30085
GE.TOLI2.BH.gfz2014kait.npz,3001,4231,1230,12.3,30085
GE.FAKI.BL.gfz2009aczt.npz,3001,13139,10138,101.38,30085
GE.UGM.SH.gfz2011yfab.npz,3001,6670,3669,36.69,30085
GE.LUWI.BH.gfz2012jjji.npz,3001,4530,1529,15.29,30085
GE.JAGI.BH.gfz2017nmdx.npz,3001,4595,1594,15.94,30085
GE.LHMI.BL.gfz2013urpd.npz,3001,4666,1665,16.65,30085
GE.TOLI2.BH.gfz2024cmtg.npz,3001,4168,1167,11.67,30085
GE.JAGI.BL.gfz2010teou.npz,3000,6104,3104,31.04,30085
GE.SANI.SH.gfz2010cuix.npz,3000,5544,2544,25.44,30085
GE.LUWI.HL.gfz2009boun.npz,3000,4397,1397,13.97,30085
GE.FAKI.BH.gfz2009bhxw.npz,3001,6892,3891,38.91,30085
GE.UGM.BH.gfz2009rerx.npz,3000,6676,3676,36.76,30085
GE.PLAI.BL.gfz2013yova.npz,3000,4427,1427,14.27,30085
GE.PLAI.BH.gfz2019cznc.npz,3001,4364,1363,13.63,30085
GE.JAGI.BH.gfz2024bnab.npz,3001,5311,2310,23.1,30085
GE.LHMI.BH.gfz2012uhbt.npz,3002,6804,3802,38.02,30085
GE.FAKI.SH.gfz2024hdte.npz,3000,6451,3451,34.51,30085
GE.PLAI.SH.gfz2024yrib.npz,3001,4448,1447,14.47,30085
GE.TOLI2.SH.gfz2014iwpt.npz,3000,6161,3161,31.61,30085
GE.TOLI2.BL.gfz2013bzko.npz,3001,6125,3124,31.24,30085
GE.JAGI.BH.gfz2014ojjv.npz,3000,5940,2940,29.4,30085
GE.TNTI.BL.gfz2018lwgs.npz,3001,7595,4594,45.94,30085
GE.LHMI.BH.gfz2012rkse.npz,3001,4392,1391,13.91,30085
GE.TNTI.BL.gfz2011ywdf.npz,3001,4745,1744,17.44,30085
GE.TOLI2.SH.gfz2013pucg.npz,3000,6890,3890,38.9,30085
GE.SAUI.BL.gfz2021ubnw.npz,3002,4860,1858,18.58,30085
GE.SMRI.BL.gfz2010ddjw.npz,3000,6484,3484,34.84,30085
GE.UGM.SH.gfz2017fdou.npz,3001,4567,1566,15.66,30085
GE.TNTI.BL.gfz2010abbl.npz,3001,4743,1742,17.42,30085
GE.TOLI2.BH.gfz2012widq.npz,3001,5315,2314,23.14,30085
GE.LUWI.BH.gfz2009boun.npz,3002,4399,1397,13.97,30085
GE.PLAI.SH.gfz2025anlh.npz,3001,4571,1570,15.7,30085
GE.SOEI.SH.gfz2025bzud.npz,3001,9172,6171,61.71,30085
GE.JAGI.HH.gfz2009bbud.npz,3000,8660,5660,56.6,30085
GE.GSI.SH.gfz2014brdm.npz,3001,7713,4712,47.12,30085
GE.TNTI.BL.gfz2009eqqh.npz,3001,4182,1181,11.81,30085
GE.JAGI.BH.gfz2023qwer.npz,3001,8565,5564,55.64,30085
GE.PLAI.BH.gfz2024wupd.npz,3001,8092,5091,50.91,30085
GE.FAKI.BL.gfz2009agmj.npz,3001,6180,3179,31.79,30085
GE.UGM.BH.gfz2011yfab.npz,3001,6670,3669,36.69,30085
GE.TNTI.BH.gfz2009agwc.npz,3001,8358,5357,53.57,30085
GE.UGM.BL.gfz2013ttpe.npz,3000,4938,1938,19.38,30085
GE.PLAI.BL.gfz2017ddhx.npz,3001,6218,3217,32.17,30085
GE.MNAI.SH.gfz2010uxzk.npz,3001,3855,854,8.54,30085
GE.TNTI.HH.gfz2009atiy.npz,3000,10535,7535,75.35,30085
GE.MNAI.BL.gfz2012pnxz.npz,3001,4024,1023,10.23,30085
GE.TNTI.BH.gfz2010uxfg.npz,3001,5790,2789,27.89,30085
GE.PLAI.SL.gfz2011rwjh.npz,3000,4288,1288,12.88,30085
GE.PLAI.SH.gfz2014esmj.npz,3000,6213,3213,32.13,30085
GE.FAKI.SH.gfz2009zbqz.npz,3000,8099,5099,50.99,30085
GE.MMRI.BH.gfz2013qvir.npz,3001,9793,6792,67.92,30085
GE.TNTI.HL.gfz2009dvgr.npz,3000,6425,3425,34.25,30085
GE.LUWI.SH.gfz2012jjji.npz,3001,4530,1529,15.29,30085
GE.FAKI.BH.gfz2009rhsi.npz,3001,7017,4016,40.16,30085
GE.LHMI.BH.gfz2010dxle.npz,3000,4878,1878,18.78,30085
GE.GSI.BH.gfz2009eirv.npz,3001,5458,2457,24.57,30085
GE.LUWI.HH.gfz2009hadi.npz,3000,5470,2470,24.7,30085
GE.LUWI.BH.gfz2013urzt.npz,3000,9283,6283,62.83,30085
GE.JAGI.BL.gfz2013jvgk.npz,3001,6357,3356,33.56,30085
GE.JAGI.BH.gfz2010asxx.npz,3000,5024,2024,20.24,30085
GE.FAKI.BL.gfz2009bhxw.npz,3001,6892,3891,38.91,30085
GE.JAGI.SH.gfz2017nmdx.npz,3001,4595,1594,15.94,30085
GE.BBJI.BH.gfz2018flos.npz,3001,4804,1803,18.03,30085
GE.MMRI.BL.gfz2009pxvj.npz,3001,8395,5394,53.94,30085
GE.MMRI.HH.gfz2009iayl.npz,3000,8269,5269,52.69,30085
GE.FAKI.BL.gfz2018qtuf.npz,3001,5929,2928,29.28,30085
GE.UGM.SL.gfz2014fpgw.npz,3000,4588,1588,15.88,30085
GE.GSI.BL.gfz2016rfim.npz,3001,4568,1567,15.67,30085
GE.LUWI.SH.gfz2012widq.npz,3001,5219,2218,22.18,30085
GE.JAGI.BL.gfz2023qwer.npz,3001,8565,5564,55.64,30085
GE.SOEI.SH.gfz2013xbyw.npz,3000,8178,5178,51.78,30085
GE.LUWI.SH.gfz2021ityl.npz,3000,4562,1562,15.62,30085
GE.MNAI.BL.gfz2024tufl.npz,3000,8515,5515,55.15,30085
GE.SOEI.SH.gfz2025dcky.npz,3000,9361,6361,63.61,30085
GE.FAKI.HL.gfz2009asdj.npz,3000,6029,3029,30.29,30085
GE.UGM.BH.gfz2017fdou.npz,3001,4567,1566,15.66,30085
GE.SAUI.HH.gfz2009uvox.npz,3000,5704,2704,27.04,30085
GE.TNTI.HL.gfz2009miru.npz,3000,4568,1568,15.68,30085
GE.JAGI.HH.gfz2009bjnh.npz,3000,20541,17541,175.41,30085
GE.GSI.BH.gfz2013qpmq.npz,3001,5213,2212,22.12,30085
GE.BNDI.SH.gfz2023jjmg.npz,3000,11085,8085,80.85,30085
GE.SAUI.BH.gfz2016yliu.npz,3001,5295,2294,22.94,30085
GE.UGM.BL.gfz2010teou.npz,3001,7812,4811,48.11,30085
GE.TNTI.SH.gfz2017tnhx.npz,3001,3469,468,4.68,30085
GE.SAUI.BL.gfz2009tkfn.npz,3002,11709,8707,87.07,30085
GE.UGM.SL.gfz2013ttpe.npz,3000,4938,1938,19.38,30085
GE.JAGI.SH.gfz2012evwr.npz,3001,4784,1783,17.83,30085
GE.JAGI.SH.gfz2013jndg.npz,3000,6824,3824,38.24,30085
GE.GENI.BL.gfz2009ympf.npz,3001,4302,1301,13.01,30085
GE.BKNI.SH.gfz2010abkp.npz,3001,6442,3441,34.41,30085
GE.LUWI.BL.gfz2013fqap.npz,3001,4552,1551,15.51,30085
GE.JAGI.BH.gfz2025bckw.npz,3002,6923,3921,39.21,30085
GE.SANI.SH.gfz2010awor.npz,3000,7396,4396,43.96,30085
GE.FAKI.BL.gfz2009atqt.npz,3001,6304,3303,33.03,30085
GE.MNAI.BL.gfz2010veze.npz,3001,4500,1499,14.99,30085
GE.JAGI.BL.gfz2012evwr.npz,3001,4784,1783,17.83,30085
GE.MMRI.BH.gfz2023jjmg.npz,3001,8805,5804,58.04,30085
GE.TNTI.SH.gfz2012yhuy.npz,3000,7567,4567,45.67,30085
GE.SOEI.BL.gfz2009rpju.npz,3001,10619,7618,76.18,30085
GE.UGM.BL.gfz2012uneo.npz,3002,6799,3797,37.97,30085
GE.MMRI.SH.gfz2012ugap.npz,3000,5374,2374,23.74,30085
GE.UGM.BH.gfz2016wcii.npz,3001,4812,1811,18.11,30085
GE.TNTI.SH.gfz2012rrwm.npz,3000,5826,2826,28.26,30085
GE.JAGI.BH.gfz2017ddhx.npz,3002,9734,6732,67.32,30085
GE.FAKI.HL.gfz2009qogj.npz,3000,8344,5344,53.44,30085
GE.FAKI.BL.gfz2018dmis.npz,3001,5032,2031,20.31,30085
GE.FAKI.HH.gfz2009oubh.npz,3000,8631,5631,56.31,30085
GE.FAKI.HH.gfz2009qyxl.npz,3000,8624,5624,56.24,30085
GE.UGM.SL.gfz2012lnpl.npz,3000,4804,1804,18.04,30085
GE.BNDI.BH.gfz2017bxmp.npz,3001,5531,2530,25.3,30085
GE.BKB.SH.gfz2024uowt.npz,3001,6848,3847,38.47,30085
GE.SAUI.BH.gfz2013tulg.npz,3001,6696,3695,36.95,30085
GE.TNTI.BH.gfz2009atiy.npz,3001,10536,7535,75.35,30085
GE.SOEI.HL.gfz2009qfbt.npz,3000,8523,5523,55.23,30085
GE.PLAI.SL.gfz2018hcmv.npz,3001,4252,1251,12.51,30085
GE.FAKI.BH.gfz2009amcp.npz,3001,6070,3069,30.69,30085
GE.JAGI.BH.gfz2024kkci.npz,3001,6541,3540,35.4,30085
GE.TNTI.SH.gfz2013rzij.npz,3001,4609,1608,16.08,30085
GE.BNDI.BH.gfz2009yode.npz,3001,5360,2359,23.59,30085
GE.TNTI.HL.gfz2009qgjm.npz,3000,4571,1571,15.71,30085
GE.GSI.BH.gfz2010yvmm.npz,3001,5890,2889,28.89,30085
GE.SMRI.BL.gfz2011yfab.npz,3001,6832,3831,38.31,30085
GE.GSI.SH.gfz2010ncnk.npz,3000,5452,2452,24.52,30085
GE.PLAI.SH.gfz2018hcmv.npz,3001,4252,1251,12.51,30085
GE.SOEI.BH.gfz2013qvir.npz,3001,8060,5059,50.59,30085
GE.UGM.HH.gfz2009tinp.npz,3000,4960,1960,19.6,30085
GE.TNTI.HH.gfz2009eavu.npz,3000,8071,5071,50.71,30085
GE.LUWI.SH.gfz2013kbys.npz,3001,5350,2349,23.49,30085
GE.PLAI.SL.gfz2013ytjw.npz,3000,4029,1029,10.29,30085
GE.LUWI.BL.gfz2013bzko.npz,3001,4666,1665,16.65,30085
GE.UGM.SH.gfz2012uneo.npz,3000,6797,3797,37.97,30085
GE.MNAI.SH.gfz2013xmza.npz,3000,4006,1006,10.06,30085
GE.UGM.BL.gfz2014cxla.npz,3000,5495,2495,24.95,30085
GE.LUWI.SH.gfz2014rsvi.npz,3001,6462,3461,34.61,30085
GE.UGM.BH.gfz2009ptvf.npz,3001,4988,1987,19.87,30085
GE.LUWI.BH.gfz2012widq.npz,3001,5219,2218,22.18,30085
GE.GENI.BL.gfz2018umjj.npz,3001,4466,1465,14.65,30085
GE.MNAI.BL.gfz2012emwu.npz,3001,3881,880,8.8,30085
GE.TNTI.HH.gfz2009aczt.npz,3000,13083,10083,100.83,30085
GE.SANI.BL.gfz2010occd.npz,3001,7025,4024,40.24,30085
GE.FAKI.SH.gfz2015ycis.npz,3001,6604,3603,36.03,30085
GE.TNTI.BH.gfz2009dvgr.npz,3001,6426,3425,34.25,30085
GE.TOLI2.BL.gfz2024cmtg.npz,3001,4168,1167,11.67,30085
GE.TNTI.BL.gfz2009atiy.npz,3001,10536,7535,75.35,30085
GE.MNAI.SH.gfz2013ydaj.npz,3001,4817,1816,18.16,30085
GE.UGM.BH.gfz2010ddjw.npz,3001,5719,2718,27.18,30085
GE.LUWI.BL.gfz2010awor.npz,3001,6312,3311,33.11,30085
GE.PLAI.BL.gfz2019qkjz.npz,3001,4497,1496,14.96,30085
GE.BKNI.BH.gfz2022gjiw.npz,3001,6140,3139,31.39,30085
GE.FAKI.BH.gfz2009fpfk.npz,3001,8688,5687,56.87,30085
GE.TNTI.HL.gfz2009rdgk.npz,3000,5206,2206,22.06,30085
GE.LUWI.BL.gfz2009oozo.npz,3002,4817,1815,18.15,30085
GE.SOEI.BH.gfz2010ghiq.npz,3001,10476,7475,74.75,30085
GE.JAGI.BL.gfz2010ddjw.npz,3000,5082,2082,20.82,30085
GE.MMRI.SH.gfz2013qvir.npz,3000,9792,6792,67.92,30085
GE.SOEI.BH.gfz2025gvra.npz,3001,9939,6938,69.38,30085
GE.GSI.BL.gfz2013cxen.npz,3001,5902,2901,29.01,30085
GE.FAKI.BL.gfz2010kolf.npz,3000,8220,5220,52.2,30085
GE.MMRI.HH.gfz2009rgas.npz,3000,5616,2616,26.16,30085
GE.FAKI.BH.gfz2013wlbf.npz,3001,5560,2559,25.59,30085
GE.LUWI.BL.gfz2018yfjp.npz,3001,5458,2457,24.57,30085
GE.SANI.BH.gfz2013nflx.npz,3001,8963,5962,59.62,30085
GE.TNTI.HH.gfz2009waho.npz,3000,5791,2791,27.91,30085
GE.SOEI.BH.gfz2012wbis.npz,3002,8013,5011,50.11,30085
GE.LUWI.BH.gfz2009qkjn.npz,3001,5036,2035,20.35,30085
GE.GSI.BH.gfz2012yfdf.npz,3001,5559,2558,25.58,30085
GE.SAUI.BL.gfz2020iiaf.npz,3001,4910,1909,19.09,30085
GE.GSI.BH.gfz2009cktz.npz,3001,5152,2151,21.51,30085
GE.FAKI.BL.gfz2025fwkg.npz,3002,7173,4171,41.71,30085
GE.MMRI.BH.gfz2010onoq.npz,3001,4907,1906,19.06,30085
GE.GSI.BH.gfz2021jpkx.npz,3001,4984,1983,19.83,30085
GE.FAKI.BL.gfz2009fpfk.npz,3001,8688,5687,56.87,30085
GE.SOEI.BL.gfz2025fwkg.npz,3001,10585,7584,75.84,30085
GE.SANI.BL.gfz2014fbzr.npz,3001,7352,4351,43.51,30085
GE.SMRI.SH.gfz2023qwer.npz,3001,11059,8058,80.58,30085
GE.FAKI.HH.gfz2009bgxf.npz,3000,5890,2890,28.9,30085
GE.GSI.SH.gfz2013qpmq.npz,3000,5212,2212,22.12,30085
GE.TNTI.BH.gfz2014fzbl.npz,3001,4713,1712,17.12,30085
GE.FAKI.BH.gfz2009frnu.npz,3001,8140,5139,51.39,30085
GE.MNAI.SH.gfz2010veze.npz,3001,4500,1499,14.99,30085
GE.SANI.SH.gfz2018outm.npz,3000,5275,2275,22.75,30085
GE.PLAI.BH.gfz2024yqam.npz,3001,6897,3896,38.96,30085
GE.LUWI.BH.gfz2014emyz.npz,3001,4589,1588,15.88,30085
GE.FAKI.BL.gfz2009yode.npz,3001,5932,2931,29.31,30085
GE.JAGI.BL.gfz2012rkxm.npz,3001,5806,2805,28.05,30085
GE.GSI.BL.gfz2009dvue.npz,3001,3933,932,9.32,30085
GE.MNAI.HL.gfz2009mwyd.npz,3000,5775,2775,27.75,30085
GE.TNTI.BL.gfz2009aczt.npz,3001,13084,10083,100.83,30085
GE.SMRI.SH.gfz2018iouz.npz,3001,4375,1374,13.74,30085
GE.SAUI.BL.gfz2016yliu.npz,3001,5295,2294,22.94,30085
GE.JAGI.HH.gfz2009fmdr.npz,3000,7304,4304,43.04,30085
GE.TNTI.BH.gfz2012blmw.npz,3001,5062,2061,20.61,30085
GE.GSI.SH.gfz2012nrpy.npz,3000,9273,6273,62.73,30085
GE.SAUI.BH.gfz2016mcqf.npz,3001,5266,2265,22.65,30085
GE.JAGI.SH.gfz2024bnab.npz,3000,5310,2310,23.1,30085
GE.UGM.SL.gfz2018iouz.npz,3000,5080,2080,20.8,30085
GE.SMRI.BL.gfz2018hcuv.npz,3001,5522,2521,25.21,30085
GE.TOLI2.SH.gfz2013hjin.npz,3001,10615,7614,76.14,30085
GE.UGM.BL.gfz2014bxsc.npz,3001,4752,1751,17.51,30085
GE.FAKI.HH.gfz2009blnm.npz,3000,6290,3290,32.9,30085
GE.SMRI.SH.gfz2012uneo.npz,3000,6917,3917,39.17,30085
GE.PLAI.BH.gfz2012ltyh.npz,3001,4267,1266,12.66,30085
GE.UGM.SL.gfz2011goow.npz,3000,6750,3750,37.5,30085
GE.SANI.BH.gfz2014fbzr.npz,3001,7352,4351,43.51,30085
GE.UGM.BL.gfz2017fdou.npz,3001,4567,1566,15.66,30085
GE.PLAI.BH.gfz2012qetk.npz,3001,7071,4070,40.7,30085
GE.TNTI.HL.gfz2009algf.npz,3000,4726,1726,17.26,30085
GE.TOLI2.SH.gfz2012widq.npz,3000,5314,2314,23.14,30085
GE.SOEI.SH.gfz2013ucyl.npz,3000,8761,5761,57.61,30085
GE.GSI.SH.gfz2016rfim.npz,3001,4568,1567,15.67,30085
GE.TNTI.HL.gfz2009pyad.npz,3000,7692,4692,46.92,30085
GE.LUWI.SH.gfz2024hdte.npz,3001,10475,7474,74.74,30085
GE.TNTI.BL.gfz2009hmmo.npz,3002,5880,2878,28.78,30085
GE.PLAI.BH.gfz2025amik.npz,3001,5068,2067,20.67,30085
GE.LUWI.BH.gfz2013kniy.npz,3001,9414,6413,64.13,30085
GE.TOLI2.SH.gfz2024qmwb.npz,3001,11311,8310,83.1,30085
GE.TOLI2.SH.gfz2013ykdd.npz,3001,10878,7877,78.77,30085
GE.TNTI.SH.gfz2024ular.npz,3001,8264,5263,52.63,30085
GE.PLAI.SL.gfz2018qgyg.npz,3000,4243,1243,12.43,30085
GE.SOEI.BL.gfz2013fkbz.npz,3001,4113,1112,11.12,30085
GE.FAKI.BH.gfz2009qyxl.npz,3002,8626,5624,56.24,30085
GE.GENI.SH.gfz2009ympf.npz,3000,4301,1301,13.01,30085
GE.FAKI.HL.gfz2009atqt.npz,3000,6303,3303,33.03,30085
GE.UGM.BH.gfz2009rejp.npz,3002,6607,3605,36.05,30085
GE.PLAI.SH.gfz2024ingp.npz,3000,15484,12484,124.84,30085
GE.UGM.SH.gfz2010teou.npz,3000,7811,4811,48.11,30085
GE.JAGI.SH.gfz2012ybmy.npz,3000,4671,1671,16.71,30085
GE.TOLI2.BH.gfz2022xote.npz,3001,6191,3190,31.9,30085
GE.BNDI.SH.gfz2014fbzr.npz,3000,5289,2289,22.89,30085
GE.TNTI.BH.gfz2017tbbl.npz,3002,3444,442,4.42,30085
GE.FAKI.SH.gfz2018dmis.npz,3001,5032,2031,20.31,30085
GE.UGM.HH.gfz2009rerx.npz,3000,6676,3676,36.76,30085
GE.SANI.BL.gfz2011xxju.npz,3001,5398,2397,23.97,30085
GE.MMRI.HL.gfz2009qfbt.npz,3000,6476,3476,34.76,30085
GE.LUWI.BH.gfz2009itjx.npz,3001,8637,5636,56.36,30085
GE.PLAI.SH.gfz2012qetk.npz,3001,7071,4070,40.7,30085
GE.GSI.BL.gfz2012uhbt.npz,3001,4276,1275,12.75,30085
GE.SAUI.SH.gfz2013aruy.npz,3000,5769,2769,27.69,30085
GE.TNTI.HL.gfz2009dkli.npz,3000,6425,3425,34.25,30085
GE.FAKI.BL.gfz2009bjnh.npz,3001,6603,3602,36.02,30085
GE.TNTI.HH.gfz2009ayha.npz,3000,9659,6659,66.59,30085
GE.LHMI.BH.gfz2010ncnk.npz,3002,7258,4256,42.56,30085
GE.FAKI.BL.gfz2009frnu.npz,3001,8140,5139,51.39,30085
GE.UGM.HL.gfz2009npjw.npz,3000,5550,2550,25.5,30085
GE.SANI.BH.gfz2019sgac.npz,3001,5765,2764,27.64,30085
GE.TOLI2.SH.gfz2013kniy.npz,3000,12249,9249,92.49,30085
GE.LHMI.BL.gfz2009ljwe.npz,3001,7606,4605,46.05,30085
GE.TNTI.HL.gfz2009agwc.npz,3000,8357,5357,53.57,30085
GE.JAGI.BH.gfz2009fmdr.npz,3001,7305,4304,43.04,30085
GE.FAKI.HL.gfz2009bfhn.npz,3000,8535,5535,55.35,30085
GE.TNTI.HL.gfz2009hmmo.npz,3000,5878,2878,28.78,30085
GE.TOLI2.BH.gfz2014kfod.npz,3001,4132,1131,11.31,30085
GE.TNTI.BH.gfz2009pxxj.npz,3001,7922,4921,49.21,30085
GE.UGM.BH.gfz2013ygzo.npz,3001,5684,2683,26.83,30085
GE.PLAI.SL.gfz2019qkjz.npz,3000,4496,1496,14.96,30085
GE.FAKI.HL.gfz2009ewtf.npz,3000,10975,7975,79.75,30085
GE.BBJI.BH.gfz2024imhv.npz,3000,27081,24081,240.81,30085
GE.LUWI.BH.gfz2009sbwy.npz,3001,4535,1534,15.34,30085
GE.TOLI2.BH.gfz2025dlfh.npz,3001,5085,2084,20.84,30085
GE.FAKI.HL.gfz2009bhxw.npz,3000,6891,3891,38.91,30085
GE.SMRI.BH.gfz2009bbud.npz,3001,5523,2522,25.22,30085
GE.MMRI.BH.gfz2025fwkg.npz,3002,12144,9142,91.42,30085
GE.FAKI.SH.gfz2009yode.npz,3001,5932,2931,29.31,30085
GE.UGM.SL.gfz2013ygzo.npz,3001,5684,2683,26.83,30085
GE.JAGI.SH.gfz2025bmwa.npz,3001,8880,5879,58.79,30085
GE.TNTI.BH.gfz2012yhuy.npz,3002,7569,4567,45.67,30085
GE.TNTI.HH.gfz2009pyad.npz,3000,7692,4692,46.92,30085
GE.LUWI.SH.gfz2018yfjp.npz,3001,5458,2457,24.57,30085
GE.SOEI.BL.gfz2013tulg.npz,3002,8351,5349,53.49,30085
GE.LUWI.BH.gfz2010antw.npz,3001,8756,5755,57.55,30085
GE.MNAI.HL.gfz2009qkfw.npz,3000,5856,2856,28.56,30085
GE.JAGI.SH.gfz2012qetk.npz,3001,4295,1294,12.94,30085
GE.GSI.BL.gfz2013ycvv.npz,3000,6562,3562,35.62,30085
GE.FAKI.HH.gfz2009aczt.npz,3000,13138,10138,101.38,30085
GE.TNTI.BH.gfz2012qmyd.npz,3002,8184,5182,51.82,30085
GE.PLAI.BL.gfz2012xqdd.npz,3001,7550,4549,45.49,30085
GE.TNTI.BL.gfz2020iwiv.npz,3001,4420,1419,14.19,30085
GE.PLAI.SL.gfz2011tdlh.npz,3001,4339,1338,13.38,30085
GE.LUWI.HL.gfz2009ayxo.npz,3000,8472,5472,54.72,30085
GE.SOEI.BH.gfz2025fwkg.npz,3001,10585,7584,75.84,30085
GE.PLAI.BH.gfz2023qwer.npz,3000,8351,5351,53.51,30085
GE.TNTI.HH.gfz2009hmmo.npz,3000,5878,2878,28.78,30085
GE.BNDI.BH.gfz2016mcqf.npz,3001,5542,2541,25.41,30085
GE.SAUI.BH.gfz2009tkfn.npz,3002,11709,8707,87.07,30085
GE.JAGI.BH.gfz2011lbik.npz,3001,6219,3218,32.18,30085
GE.LUWI.SH.gfz2011xxju.npz,3001,8322,5321,53.21,30085
GE.SANI.BH.gfz2010occd.npz,3001,7025,4024,40.24,30085
GE.UGM.SL.gfz2014rffr.npz,3000,5986,2986,29.86,30085
GE.JAGI.BH.gfz2024wupd.npz,3000,10181,7181,71.81,30085
GE.FAKI.BH.gfz2009cdlz.npz,3001,7166,4165,41.65,30085
GE.FAKI.BL.gfz2011xxju.npz,3000,8776,5776,57.76,30085
GE.FAKI.HH.gfz2009brqi.npz,3000,7068,4068,40.68,30085
GE.SOEI.BH.gfz2012yeob.npz,3001,9739,6738,67.38,30085
GE.FAKI.BH.gfz2023dips.npz,3002,6918,3916,39.16,30085
GE.GSI.SH.gfz2012rato.npz,3000,7385,4385,43.85,30085
GE.FAKI.BL.gfz2009cdlz.npz,3001,7166,4165,41.65,30085
GE.SOEI.SH.gfz2012amyi.npz,3001,10378,7377,73.77,30085
GE.MNAI.BL.gfz2009pxkx.npz,3002,6811,3809,38.09,30085
GE.SANI.SH.gfz2010occd.npz,3000,7024,4024,40.24,30085
GE.TNTI.BH.gfz2009dbad.npz,3002,6962,3960,39.6,30085
GE.MNAI.SH.gfz2012emwu.npz,3000,3880,880,8.8,30085
GE.PLAI.BH.gfz2012xqdd.npz,3001,7550,4549,45.49,30085
GE.SANI.BL.gfz2013ykdd.npz,3001,11532,8531,85.31,30085
GE.FAKI.BL.gfz2009bfhn.npz,3002,8537,5535,55.35,30085
GE.JAGI.BL.gfz2009ruvn.npz,3001,7304,4303,43.03,30085
GE.SANI.BH.gfz2010dkpo.npz,3001,8257,5256,52.56,30085
GE.FAKI.BH.gfz2009bfhn.npz,3002,8537,5535,55.35,30085
GE.FAKI.SH.gfz2020xost.npz,3001,6754,3753,37.53,30085
GE.GSI.BL.gfz2021jpkx.npz,3001,4984,1983,19.83,30085
GE.GSI.BH.gfz2009dvue.npz,3001,3933,932,9.32,30085
GE.UGM.SL.gfz2011yfab.npz,3001,6670,3669,36.69,30085
GE.LUWI.BL.gfz2014gzsh.npz,3001,10581,7580,75.8,30085
GE.SOEI.SH.gfz2025fwkg.npz,3001,10585,7584,75.84,30085
GE.TNTI.BL.gfz2009ayha.npz,3000,9659,6659,66.59,30085
GE.FAKI.BH.gfz2009ayty.npz,3000,6316,3316,33.16,30085
GE.PLAI.SL.gfz2012azkx.npz,3000,4447,1447,14.47,30085
GE.LUWI.BH.gfz2017ukwz.npz,3001,4249,1248,12.48,30085
GE.TNTI.HL.gfz2009pxxj.npz,3000,7921,4921,49.21,30085
GE.JAGI.SH.gfz2025bckw.npz,3000,6921,3921,39.21,30085
GE.LHMI.BH.gfz2016xzgq.npz,3001,4119,1118,11.18,30085
GE.TOLI2.SH.gfz2024ruak.npz,3000,10478,7478,74.78,30085
GE.MNAI.SH.gfz2025hvpc.npz,3001,9137,6136,61.36,30085
GE.MMRI.BL.gfz2019hinv.npz,3001,5213,2212,22.12,30085
GE.JAGI.BH.gfz2012rjhn.npz,3001,5778,2777,27.77,30085
GE.FAKI.BH.gfz2009bmox.npz,3001,9003,6002,60.02,30085
GE.FAKI.HH.gfz2009ewtf.npz,3000,10975,7975,79.75,30085
GE.SMRI.BL.gfz2009inbh.npz,3001,6353,3352,33.52,30085
GE.LUWI.BL.gfz2012xqdd.npz,3001,9250,6249,62.49,30085
